KEGG	Compound	Enzyme	Enzyme Name	Gene Name	Entrez
C00035	GDP	3.6.5.5	dynamin GTPase	OPA1	4976
C00035	GDP	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK1	5105
C00035	GDP	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK2	5106
C00035	GDP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG2	8801
C00035	GDP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG1	8802
C00035	GDP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLA2	8803
C00035	GDP	6.3.4.4	adenylosuccinate synthase	ADSS1	122622
C00035	GDP	6.3.4.4	adenylosuccinate synthase	ADSS2	159
C00036	Oxaloacetate	1.1.1.37	malate dehydrogenase	MDH1	4190
C00036	Oxaloacetate	1.1.1.37	malate dehydrogenase	MDH2	4191
C00036	Oxaloacetate	1.1.1.38	malate dehydrogenase (oxaloacetate-decarboxylating)	ME2	4200
C00036	Oxaloacetate	1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	ME3	10873
C00036	Oxaloacetate	1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	ME1	4199
C00036	Oxaloacetate	1.4.1.21	aspartate dehydrogenase	ASPDH	554235
C00036	Oxaloacetate	1.4.3.1	D-aspartate oxidase	DDO	8528
C00036	Oxaloacetate	1.4.3.2	L-amino-acid oxidase	IL4I1	259307
C00036	Oxaloacetate	2.3.3.1	citrate (Si)-synthase	CS	1431
C00036	Oxaloacetate	2.3.3.8	ATP citrate synthase	ACLY	47
C00036	Oxaloacetate	2.6.1.1	aspartate transaminase	GOT1	2805
C00036	Oxaloacetate	2.6.1.1	aspartate transaminase	GOT2	2806
C00036	Oxaloacetate	3.5.1.3	omega-amidase	NIT2	56954
C00036	Oxaloacetate	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK1	5105
C00036	Oxaloacetate	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK2	5106
C00036	Oxaloacetate	6.4.1.1	pyruvate carboxylase	PC	5091
C00037	Glycine	1.4.3.3	D-amino-acid oxidase	DAO	1610
C00037	Glycine	1.4.4.2	glycine dehydrogenase (aminomethyl-transferring)	GLDC	2731
C00037	Glycine	1.5.3.1	sarcosine oxidase	PIPOX	51268
C00037	Glycine	1.5.8.3	sarcosine dehydrogenase	SARDH	1757
C00037	Glycine	1.8.1.4	dihydrolipoyl dehydrogenase	DLD	1738
C00037	Glycine	2.1.1.20	glycine N-methyltransferase	GNMT	27232
C00037	Glycine	2.1.2.1	glycine hydroxymethyltransferase	SHMT1	6470
C00037	Glycine	2.1.2.1	glycine hydroxymethyltransferase	SHMT2	6472
C00037	Glycine	2.1.2.10	aminomethyltransferase	AMT	275
C00037	Glycine	2.1.4.1	glycine amidinotransferase	GATM	2628
C00037	Glycine	2.3.1.13	glycine N-acyltransferase	GLYAT	10249
C00037	Glycine	2.3.1.13	glycine N-acyltransferase	GLYATL2	219970
C00037	Glycine	2.3.1.29	glycine C-acetyltransferase	GCAT	23464
C00037	Glycine	2.3.1.37	5-aminolevulinate synthase	ALAS1	211
C00037	Glycine	2.3.1.37	5-aminolevulinate synthase	ALAS2	212
C00037	Glycine	2.3.1.65	bile acid-CoA:amino acid N-acyltransferase	BAAT	570
C00037	Glycine	2.3.1.71	glycine N-benzoyltransferase	GLYAT	10249
C00037	Glycine	2.6.1.44	alanine---glyoxylate transaminase	AGXT	189
C00037	Glycine	2.6.1.44	alanine---glyoxylate transaminase	AGXT2	64902
C00037	Glycine	2.6.1.45	serine---glyoxylate transaminase	AGXT	189
C00037	Glycine	3.4.11.1	leucyl aminopeptidase	LAP3	51056
C00037	Glycine	3.4.11.2	membrane alanyl aminopeptidase	ANPEP	290
C00037	Glycine	6.1.1.14	glycine---tRNA ligase	GARS1	2617
C00037	Glycine	6.3.2.3	glutathione synthase	GSS	2937
C00037	Glycine	6.3.4.13	phosphoribosylamine---glycine ligase	GART	2618
C00041	L-Alanine	2.6.1.2	alanine transaminase	GPT	2875
C00041	L-Alanine	2.6.1.2	alanine transaminase	GPT2	84706
C00041	L-Alanine	2.6.1.40	(R)-3-amino-2-methylpropionate---pyruvate transaminase	AGXT2	64902
C00041	L-Alanine	2.6.1.44	alanine---glyoxylate transaminase	AGXT	189
C00041	L-Alanine	2.6.1.44	alanine---glyoxylate transaminase	AGXT2	64902
C00041	L-Alanine	2.6.1.51	serine---pyruvate transaminase	AGXT	189
C00041	L-Alanine	2.8.1.7	cysteine desulfurase	NFS1	9054
C00041	L-Alanine	2.8.1.9	molybdenum cofactor sulfurtransferase	MOCOS	55034
C00041	L-Alanine	3.7.1.3	kynureninase	KYNU	8942
C00041	L-Alanine	4.4.1.16	selenocysteine lyase	SCLY	51540
C00041	L-Alanine	6.1.1.7	alanine---tRNA ligase	AARS1	16
C00041	L-Alanine	6.1.1.7	alanine---tRNA ligase	AARS2	57505
C00042	Succinate	1.2.1.24	succinate-semialdehyde dehydrogenase (NAD+)	ALDH5A1	7915
C00042	Succinate	1.3.5.1	succinate dehydrogenase	SDHA	6389
C00042	Succinate	1.3.5.1	succinate dehydrogenase	SDHB	6390
C00042	Succinate	1.14.11.1	gamma-butyrobetaine dioxygenase	BBOX1	8424
C00042	Succinate	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA3	283208
C00042	Succinate	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA1	5033
C00042	Succinate	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA2	8974
C00042	Succinate	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD1	5351
C00042	Succinate	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD2	5352
C00042	Succinate	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD3	8985
C00042	Succinate	1.14.11.7	procollagen-proline 3-dioxygenase	P3H3	10536
C00042	Succinate	1.14.11.7	procollagen-proline 3-dioxygenase	P3H2	55214
C00042	Succinate	1.14.11.7	procollagen-proline 3-dioxygenase	P3H1	64175
C00042	Succinate	1.14.11.8	trimethyllysine dioxygenase	TMLHE	55217
C00042	Succinate	1.14.11.16	peptide-aspartate beta-dioxygenase	ASPH	444
C00042	Succinate	1.14.11.18	phytanoyl-CoA dioxygenase	PHYH	5264
C00042	Succinate	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM2A	22992
C00042	Succinate	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	RIOX1	79697
C00042	Succinate	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM8	79831
C00042	Succinate	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM2B	84678
C00042	Succinate	1.14.11.42	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase	TYW5	129450
C00042	Succinate	1.14.11.51	DNA N6-methyladenine demethylase	ALKBH1	8846
C00042	Succinate	1.14.11.63	peptidyl-lysine (3S)-dioxygenase	JMJD7	100137047
C00042	Succinate	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	PHF8	23133
C00042	Succinate	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM3B	51780
C00042	Succinate	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	HR	55806
C00042	Succinate	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM3A	55818
C00042	Succinate	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM7A	80853
C00042	Succinate	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4B	23030
C00042	Succinate	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4C	23081
C00042	Succinate	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4E	390245
C00042	Succinate	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4D	55693
C00042	Succinate	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4A	9682
C00042	Succinate	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5B	10765
C00042	Succinate	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5A	5927
C00042	Succinate	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5C	8242
C00042	Succinate	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5D	8284
C00042	Succinate	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	KDM6B	23135
C00042	Succinate	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	KDM6A	7403
C00042	Succinate	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	UTY	7404
C00042	Succinate	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4B	23030
C00042	Succinate	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4C	23081
C00042	Succinate	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4E	390245
C00042	Succinate	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4D	55693
C00042	Succinate	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4A	9682
C00042	Succinate	2.8.3.5	3-oxoacid CoA-transferase	OXCT1	5019
C00042	Succinate	2.8.3.5	3-oxoacid CoA-transferase	OXCT2	64064
C00042	Succinate	2.8.3.13	succinate---hydroxymethylglutarate CoA-transferase	SUGCT	79783
C00042	Succinate	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG2	8801
C00042	Succinate	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG1	8802
C00042	Succinate	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLA2	8803
C00042	Succinate	6.2.1.5	succinate---CoA ligase (ADP-forming)	SUCLG2	8801
C00042	Succinate	6.2.1.5	succinate---CoA ligase (ADP-forming)	SUCLG1	8802
C00042	Succinate	6.2.1.5	succinate---CoA ligase (ADP-forming)	SUCLA2	8803
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	GCNT1	2650
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.141	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase	ALG14	199857
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.141	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase	ALG13	79868
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.143	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2	4247
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.144	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT3	4248
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.145	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT4B	11282
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.145	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT4A	11320
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.145	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT4D	152586
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.145	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT4C	25834
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.146	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	B3GNT3	10331
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.147	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase	B3GNT6	192134
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.149	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	B3GNT3	10331
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.149	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	B3GNT2	10678
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.149	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	B3GNT4	79369
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase	GCNT2	2651
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.155	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase	MGAT5	4249
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.198	phosphatidylinositol N-acetylglucosaminyltransferase	PIGA	5277
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.201	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT4C	25834
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.206	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase	B3GNT5	84002
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.212	hyaluronan synthase	HAS1	3036
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.212	hyaluronan synthase	HAS2	3037
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.212	hyaluronan synthase	HAS3	3038
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.223	glucuronosyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXTL2	2135
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.223	glucuronosyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXTL3	2137
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.224	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXT1	2131
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.224	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXT2	2132
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.224	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXTL1	2134
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.224	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	EXTL3	2137
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.255	protein O-GlcNAc transferase	EOGT	285203
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.255	protein O-GlcNAc transferase	OGT	8473
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.4.1.312	protein O-mannose beta-1,4-N-acetylglucosaminyltransferase	POMGNT2	84892
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	UAP1	6675
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	UAP1L1	91373
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.7.8.15	UDP-N-acetylglucosamine---dolichyl-phosphate N-acetylglucosaminephosphotransferase	DPAGT1	1798
C00043	UDP-N-acetyl-alpha-D-glucosamine	2.7.8.17	UDP-N-acetylglucosamine---lysosomal-enzyme N-acetylglucosaminephosphotransferase	GNPTAB	79158
C00043	UDP-N-acetyl-alpha-D-glucosamine	3.2.1.183	UDP-N-acetylglucosamine 2-epimerase (hydrolysing)	GNE	10020
C00043	UDP-N-acetyl-alpha-D-glucosamine	5.1.3.2	UDP-glucose 4-epimerase	GALE	2582
C00044	GTP	2.7.1.40	pyruvate kinase	PKLR	5313
C00044	GTP	2.7.1.40	pyruvate kinase	PKM	5315
C00044	GTP	2.7.1.48	uridine kinase	UCKL1	54963
C00044	GTP	2.7.1.48	uridine kinase	UCK2	7371
C00044	GTP	2.7.1.48	uridine kinase	UCK1	83549
C00044	GTP	2.7.1.81	hydroxylysine kinase	HYKK	123688
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME6	10201
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	AK9	221264
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME7	29922
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME1	4830
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME2	4831
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME3	4832
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME4	4833
C00044	GTP	2.7.4.6	nucleoside-diphosphate kinase	NME1-NME2	654364
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR3A	11128
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR1A	25885
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR2A	5430
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR2B	5431
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLRMT	5442
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR3B	55703
C00044	GTP	2.7.7.6	DNA-directed RNA polymerase	POLR1B	84172
C00044	GTP	2.7.7.13	mannose-1-phosphate guanylyltransferase	GMPPB	29925
C00044	GTP	2.7.7.13	mannose-1-phosphate guanylyltransferase	GMPPA	29926
C00044	GTP	2.7.7.30	fucose-1-phosphate guanylyltransferase	FPGT	8790
C00044	GTP	2.7.7.50	mRNA guanylyltransferase	RNGTT	8732
C00044	GTP	2.7.7.86	cyclic GMP-AMP synthase	CGAS	115004
C00044	GTP	3.5.4.16	GTP cyclohydrolase I	GCH1	2643
C00044	GTP	3.6.1.5	apyrase	ENTPD8	377841
C00044	GTP	3.6.1.5	apyrase	ENTPD1	953
C00044	GTP	3.6.1.5	apyrase	ENTPD3	956
C00044	GTP	3.6.1.17	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)	NUDT2	318
C00044	GTP	3.6.5.4	signal-recognition-particle GTPase	SRP54	6729
C00044	GTP	3.6.5.5	dynamin GTPase	DNM1L	10059
C00044	GTP	3.6.5.5	dynamin GTPase	DNM1	1759
C00044	GTP	3.6.5.5	dynamin GTPase	DNM2	1785
C00044	GTP	3.6.5.5	dynamin GTPase	DNM3	26052
C00044	GTP	3.6.5.5	dynamin GTPase	OPA1	4976
C00044	GTP	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK1	5105
C00044	GTP	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)	PCK2	5106
C00044	GTP	4.1.99.22	GTP 3',8-cyclase	MOCS1	4337
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY1	107
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY2	108
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY3	109
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY5	111
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY6	112
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY7	113
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY8	114
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY9	115
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY4	196883
C00044	GTP	4.6.1.1	adenylate cyclase	ADCY10	55811
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY1A2	2977
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY1A1	2982
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY1B1	2983
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY2C	2984
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY2F	2986
C00044	GTP	4.6.1.2	guanylate cyclase	GUCY2D	3000
C00044	GTP	4.6.1.2	guanylate cyclase	NPR1	4881
C00044	GTP	4.6.1.2	guanylate cyclase	NPR2	4882
C00044	GTP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG2	8801
C00044	GTP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLG1	8802
C00044	GTP	6.2.1.4	succinate---CoA ligase (GDP-forming)	SUCLA2	8803
C00044	GTP	6.3.4.4	adenylosuccinate synthase	ADSS1	122622
C00044	GTP	6.3.4.4	adenylosuccinate synthase	ADSS2	159
C00044	GTP	6.5.1.7	DNA ligase (ATP, ADP or GTP)	LIG1	3978
C00047	L-Lysine	1.5.1.8	saccharopine dehydrogenase (NADP+, L-lysine-forming)	AASS	10157
C00047	L-Lysine	3.5.1.12	biotinidase	BTD	686
C00047	L-Lysine	6.1.1.6	lysine---tRNA ligase	KARS1	3735
C00047	L-Lysine	6.3.2.11	carnosine synthase	CARNS1	57571
C00048	Glyoxylate	1.1.1.79	glyoxylate reductase (NADP+)	GRHPR	9380
C00048	Glyoxylate	1.1.3.15	(S)-2-hydroxy-acid oxidase	HAO2	51179
C00048	Glyoxylate	1.1.3.15	(S)-2-hydroxy-acid oxidase	HAO1	54363
C00048	Glyoxylate	1.4.3.3	D-amino-acid oxidase	DAO	1610
C00048	Glyoxylate	2.6.1.44	alanine---glyoxylate transaminase	AGXT	189
C00048	Glyoxylate	2.6.1.44	alanine---glyoxylate transaminase	AGXT2	64902
C00048	Glyoxylate	2.6.1.45	serine---glyoxylate transaminase	AGXT	189
C00048	Glyoxylate	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	HOGA1	112817
C00048	Glyoxylate	4.3.2.5	peptidylamidoglycolate lyase	PAM	5066
C00049	L-Aspartate	1.4.1.21	aspartate dehydrogenase	ASPDH	554235
C00049	L-Aspartate	1.4.3.2	L-amino-acid oxidase	IL4I1	259307
C00049	L-Aspartate	2.1.3.2	aspartate carbamoyltransferase	CAD	790
C00049	L-Aspartate	2.3.1.17	aspartate N-acetyltransferase	NAT8L	339983
C00049	L-Aspartate	2.6.1.1	aspartate transaminase	GOT1	2805
C00049	L-Aspartate	2.6.1.1	aspartate transaminase	GOT2	2806
C00049	L-Aspartate	3.5.1.1	asparaginase	ASPG	374569
C00049	L-Aspartate	3.5.1.1	asparaginase	ASRGL1	80150
C00049	L-Aspartate	3.5.1.15	aspartoacylase	ASPA	443
C00049	L-Aspartate	3.5.1.26	N4-(beta-N-acetylglucosaminyl)-L-asparaginase	AGA	175
C00049	L-Aspartate	4.1.1.11	aspartate 1-decarboxylase	GADL1	339896
C00049	L-Aspartate	4.1.1.15	glutamate decarboxylase	GAD1	2571
C00049	L-Aspartate	4.1.1.15	glutamate decarboxylase	GAD2	2572
C00049	L-Aspartate	6.1.1.12	aspartate---tRNA ligase	DARS1	1615
C00049	L-Aspartate	6.1.1.12	aspartate---tRNA ligase	DARS2	55157
C00049	L-Aspartate	6.3.2.6	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PAICS	10606
C00049	L-Aspartate	6.3.4.4	adenylosuccinate synthase	ADSS1	122622
C00049	L-Aspartate	6.3.4.4	adenylosuccinate synthase	ADSS2	159
C00049	L-Aspartate	6.3.4.5	argininosuccinate synthase	ASS1	445
C00049	L-Aspartate	6.3.5.4	asparagine synthase (glutamine-hydrolysing)	ASNS	440
C00051	Glutathione	1.8.1.7	glutathione-disulfide reductase	GSR	2936
C00051	Glutathione	1.8.1.9	thioredoxin-disulfide reductase	TXNRD2	10587
C00051	Glutathione	1.8.1.9	thioredoxin-disulfide reductase	TXNRD3	114112
C00051	Glutathione	1.8.1.9	thioredoxin-disulfide reductase	TXNRD1	7296
C00051	Glutathione	1.8.4.2	protein-disulfide reductase (glutathione)	TXNDC12	51060
C00051	Glutathione	1.8.5.8	eukaryotic sulfide quinone oxidoreductase	SQOR	58472
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX6	257202
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX1	2876
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX2	2877
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX3	2878
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX5	2880
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX7	2882
C00051	Glutathione	1.11.1.9	glutathione peroxidase	GPX8	493869
C00051	Glutathione	1.11.1.12	phospholipid-hydroperoxide glutathione peroxidase	GPX4	2879
C00051	Glutathione	1.13.11.18	persulfide dioxygenase	ETHE1	23474
C00051	Glutathione	2.3.2.2	gamma-glutamyltransferase	GGT6	124975
C00051	Glutathione	2.3.2.2	gamma-glutamyltransferase	GGT1	2678
C00051	Glutathione	2.3.2.2	gamma-glutamyltransferase	GGT7	2686
C00051	Glutathione	2.3.2.2	gamma-glutamyltransferase	GGT5	2687
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTO2	119391
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTA5	221357
C00051	Glutathione	2.5.1.18	glutathione transferase	HPGDS	27306
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTA1	2938
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTA2	2939
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTA3	2940
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTA4	2941
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTM1	2944
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTM2	2946
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTM3	2947
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTM4	2948
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTM5	2949
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTP1	2950
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTT1	2952
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTT2	2953
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTK1	373156
C00051	Glutathione	2.5.1.18	glutathione transferase	MGST1	4257
C00051	Glutathione	2.5.1.18	glutathione transferase	MGST2	4258
C00051	Glutathione	2.5.1.18	glutathione transferase	MGST3	4259
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTT2B	653689
C00051	Glutathione	2.5.1.18	glutathione transferase	GSTO1	9446
C00051	Glutathione	3.1.2.6	hydroxyacylglutathione hydrolase	HAGH	3029
C00051	Glutathione	3.1.2.12	S-formylglutathione hydrolase	ESD	2098
C00051	Glutathione	3.4.19.13	glutathione gamma-glutamate hydrolase	GGT6	124975
C00051	Glutathione	3.4.19.13	glutathione gamma-glutamate hydrolase	GGT1	2678
C00051	Glutathione	3.4.19.13	glutathione gamma-glutamate hydrolase	GGT7	2686
C00051	Glutathione	3.4.19.13	glutathione gamma-glutamate hydrolase	GGT5	2687
C00051	Glutathione	4.3.2.7	glutathione-specific gamma-glutamylcyclotransferase	CHAC2	494143
C00051	Glutathione	4.3.2.7	glutathione-specific gamma-glutamylcyclotransferase	CHAC1	79094
C00051	Glutathione	4.4.1.5	lactoylglutathione lyase	GLO1	2739
C00051	Glutathione	4.4.1.20	leukotriene-C4 synthase	LTC4S	4056
C00051	Glutathione	6.3.2.3	glutathione synthase	GSS	2937
C00052	UDP-alpha-D-galactose	2.4.1.22	lactose synthase	B4GALT1	2683
C00052	UDP-alpha-D-galactose	2.4.1.22	lactose synthase	LALBA	3906
C00052	UDP-alpha-D-galactose	2.4.1.22	lactose synthase	B4GALT2	8704
C00052	UDP-alpha-D-galactose	2.4.1.37	fucosylgalactoside 3-alpha-galactosyltransferase	ABO	28
C00052	UDP-alpha-D-galactose	2.4.1.38	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase	B4GALT1	2683
